Report Date,County,Place of Fatality,Deaths by County of Residence
03/16/2021,Lewis,13,31
03/16/2021,Livingston,34,57
03/16/2021,Madison,73,85
03/16/2021,Manhattan,"4,553","2,781"
03/16/2021,Monroe,"1,137","1,008"
03/16/2021,Montgomery,98,107
03/16/2021,Nassau,"3,613","2,998"
03/16/2021,Niagara,214,323
03/16/2021,Non-NYS,0,197
03/16/2021,Oneida,509,486
03/16/2021,Onondaga,739,646
03/16/2021,Ontario,110,90
03/16/2021,Orange,679,661
03/16/2021,Orleans,49,82
03/16/2021,Oswego,65,89
03/16/2021,Otsego,62,44
03/16/2021,Putnam,83,88
03/16/2021,Queens,"5,208","6,445"
03/16/2021,Rensselaer,108,133
03/16/2021,Richmond,"1,047","1,067"
03/16/2021,Rockland,665,705
03/16/2021,Saratoga,108,151
03/16/2021,Schenectady,175,186
03/16/2021,Schoharie,4,13
03/16/2021,Schuyler,4,12
03/16/2021,Seneca,30,55
03/16/2021,St. Lawrence,85,92
03/16/2021,Statewide Total,"39,690","39,690"
03/16/2021,Steuben,118,140
03/16/2021,Suffolk,"3,210","3,176"
03/16/2021,Sullivan,49,62
03/16/2021,Tioga,39,56
03/16/2021,Tompkins,48,47
03/16/2021,Ulster,138,233
03/16/2021,Warren,76,55
03/16/2021,Washington,32,54
03/16/2021,Wayne,38,65
03/16/2021,Westchester,"2,331","2,155"
03/16/2021,Wyoming,36,49
03/16/2021,Yates,20,26
03/16/2022,Albany,898,507
03/16/2022,Allegany,93,153
03/16/2022,Bronx,"4,776","5,323"
03/16/2022,Broome,599,509
03/16/2022,Cattaraugus,220,219
03/16/2022,Cayuga,109,144
03/16/2022,Chautauqua,285,295
03/16/2022,Chemung,295,228
03/16/2022,Chenango,72,118
03/16/2022,Clinton,115,84
03/16/2022,Columbia,149,140
03/16/2022,Cortland,100,116
03/16/2022,Delaware,25,68
03/16/2022,Dutchess,705,653
03/16/2022,Erie,"2,914","2,601"
03/16/2022,Essex,37,57
03/16/2022,Franklin,29,44
03/16/2022,Fulton,98,166
03/16/2022,Genesee,162,184
03/16/2022,Greene,33,123
03/16/2022,Hamilton,0,5
03/16/2022,Herkimer,68,189
03/16/2022,Jefferson,119,131
03/16/2022,Kings,"7,987","8,819"
03/16/2022,Lewis,19,49
03/16/2022,Livingston,80,113
03/16/2022,Madison,116,125
03/16/2022,Manhattan,"5,950","3,636"
03/16/2022,Monroe,"1,801","1,544"
03/16/2022,Montgomery,180,202
03/16/2022,Nassau,"4,665","3,819"
03/16/2022,Niagara,373,568
03/16/2022,Non-NYS,0,455
03/16/2022,Oneida,808,781
03/16/2022,Onondaga,"1,258","1,038"
03/16/2022,Ontario,228,173
03/16/2022,Orange,"1,026",944
03/16/2022,Orleans,53,113
03/16/2022,Oswego,110,183
03/16/2022,Otsego,136,88
03/16/2022,Putnam,108,121
03/16/2022,Queens,"6,664","8,212"
03/16/2022,Rensselaer,208,247
03/16/2022,Richmond,"1,376","1,402"
03/16/2022,Rockland,855,891
03/16/2022,Saratoga,236,323
03/16/2022,Schenectady,280,297
03/16/2022,Schoharie,12,34
03/16/2022,Schuyler,5,25
03/16/2022,Seneca,38,89
03/16/2022,St. Lawrence,169,181
03/16/2022,Statewide Total,"55,008","55,008"
03/16/2022,Steuben,194,247
03/16/2022,Suffolk,"4,365","4,355"
03/16/2022,Sullivan,95,129
03/16/2022,Tioga,41,82
03/16/2022,Tompkins,88,82
03/16/2022,Ulster,200,360
03/16/2022,Warren,200,123
03/16/2022,Washington,41,113
03/16/2022,Wayne,101,170
03/16/2022,Westchester,"2,947","2,697"
03/16/2022,Wyoming,68,82
03/16/2022,Yates,26,39
03/17/2021,Albany,538,339
03/17/2021,Allegany,55,82
03/17/2021,Bronx,"3,875","4,264"
03/17/2021,Broome,373,341
03/17/2021,Cattaraugus,78,79
03/17/2021,Cayuga,77,90
03/17/2021,Chautauqua,123,129
03/17/2021,Chemung,161,131
03/17/2021,Chenango,53,71
03/17/2021,Clinton,35,29
03/17/2021,Columbia,96,97
03/17/2021,Cortland,58,60
03/17/2021,Delaware,17,34
03/17/2021,Dutchess,446,418
03/17/2021,Erie,"1,789","1,634"
03/17/2021,Essex,19,26
03/17/2021,Franklin,10,12
03/17/2021,Fulton,60,85
03/17/2021,Genesee,104,120
03/17/2021,Greene,30,72
03/17/2021,Hamilton,0,2
03/17/2021,Herkimer,53,107
03/17/2021,Jefferson,54,63
03/17/2021,Kings,"6,008","6,678"
03/17/2021,Lewis,13,32
03/17/2021,Livingston,34,57
03/17/2021,Madison,73,85
03/17/2021,Manhattan,"4,560","2,785"
03/17/2021,Monroe,"1,139","1,010"
03/17/2021,Montgomery,99,108
03/17/2021,Nassau,"3,617","3,000"
03/17/2021,Niagara,214,323
03/17/2021,Non-NYS,0,198
03/17/2021,Oneida,510,487
03/17/2021,Onondaga,740,646
03/17/2021,Ontario,110,90
03/17/2021,Orange,679,661
03/17/2021,Orleans,49,82
03/17/2021,Oswego,65,89
03/17/2021,Otsego,62,44
03/17/2021,Putnam,84,88
03/17/2021,Queens,"5,212","6,452"
03/17/2021,Rensselaer,108,133
03/17/2021,Richmond,"1,049","1,069"
03/17/2021,Rockland,666,706
03/17/2021,Saratoga,108,151
03/17/2021,Schenectady,175,186
03/17/2021,Schoharie,4,13
03/17/2021,Schuyler,4,12
03/17/2021,Seneca,30,55
03/17/2021,St. Lawrence,85,92
03/17/2021,Statewide Total,"39,748","39,748"
03/17/2021,Steuben,118,140
03/17/2021,Suffolk,"3,219","3,185"
03/17/2021,Sullivan,49,62
03/17/2021,Tioga,39,56
03/17/2021,Tompkins,48,47
03/17/2021,Ulster,138,233
03/17/2021,Warren,76,55
03/17/2021,Washington,32,54
03/17/2021,Wayne,38,65
03/17/2021,Westchester,"2,334","2,159"
03/17/2021,Wyoming,36,49
03/17/2021,Yates,20,26
03/17/2022,Albany,898,507
03/17/2022,Allegany,93,153
03/17/2022,Bronx,"4,776","5,323"
03/17/2022,Broome,599,510
03/17/2022,Cattaraugus,220,219
03/17/2022,Cayuga,109,144
03/17/2022,Chautauqua,285,295
03/17/2022,Chemung,295,228
03/17/2022,Chenango,72,118
03/17/2022,Clinton,115,84
03/17/2022,Columbia,149,140
03/17/2022,Cortland,100,116
03/17/2022,Delaware,25,68
03/17/2022,Dutchess,705,653
03/17/2022,Erie,"2,915","2,602"
03/17/2022,Essex,37,57
03/17/2022,Franklin,29,44
03/17/2022,Fulton,98,166
03/17/2022,Genesee,162,184
03/17/2022,Greene,33,123
03/17/2022,Hamilton,0,5
03/17/2022,Herkimer,68,189
03/17/2022,Jefferson,119,131
03/17/2022,Kings,"7,989","8,822"
03/17/2022,Lewis,19,49
03/17/2022,Livingston,80,113
03/17/2022,Madison,116,125
03/17/2022,Manhattan,"5,954","3,638"
03/17/2022,Monroe,"1,802","1,545"
03/17/2022,Montgomery,180,202
03/17/2022,Nassau,"4,666","3,820"
03/17/2022,Niagara,373,568
03/17/2022,Non-NYS,0,455
03/17/2022,Oneida,808,781
03/17/2022,Onondaga,"1,258","1,038"
03/17/2022,Ontario,228,173
03/17/2022,Orange,"1,026",944
03/17/2022,Orleans,53,113
03/17/2022,Oswego,110,183
03/17/2022,Otsego,136,88
03/17/2022,Putnam,108,121
03/17/2022,Queens,"6,665","8,214"
03/17/2022,Rensselaer,208,247
03/17/2022,Richmond,"1,377","1,403"
03/17/2022,Rockland,856,891
03/17/2022,Saratoga,236,323
03/17/2022,Schenectady,280,297
03/17/2022,Schoharie,12,34
03/17/2022,Schuyler,5,25
03/17/2022,Seneca,38,89
03/17/2022,St. Lawrence,169,181
03/17/2022,Statewide Total,"55,024","55,024"
03/17/2022,Steuben,194,247
03/17/2022,Suffolk,"4,367","4,357"
03/17/2022,Sullivan,95,129
03/17/2022,Tioga,41,82
03/17/2022,Tompkins,89,83
03/17/2022,Ulster,200,360
03/17/2022,Warren,200,123
03/17/2022,Washington,41,113
03/17/2022,Wayne,101,170
03/17/2022,Westchester,"2,948","2,698"
03/17/2022,Wyoming,68,82
03/17/2022,Yates,26,39
03/18/2021,Albany,538,339
03/18/2021,Allegany,55,82
03/18/2021,Bronx,"3,883","4,272"
03/18/2021,Broome,373,341
03/18/2021,Cattaraugus,78,79
03/18/2021,Cayuga,77,90
03/18/2021,Chautauqua,123,129
03/18/2021,Chemung,161,131
03/18/2021,Chenango,53,71
03/18/2021,Clinton,35,29
03/18/2021,Columbia,96,97
03/18/2021,Cortland,58,60
03/18/2021,Delaware,17,34
03/18/2021,Dutchess,447,419
03/18/2021,Erie,"1,791","1,636"
03/18/2021,Essex,19,26
03/18/2021,Franklin,10,12
03/18/2021,Fulton,60,85
03/18/2021,Genesee,104,120
03/18/2021,Greene,30,72
03/18/2021,Hamilton,0,2
03/18/2021,Herkimer,53,107
03/18/2021,Jefferson,54,63
03/18/2021,Kings,"6,013","6,684"
03/18/2021,Lewis,13,32
03/18/2021,Livingston,34,57
03/18/2021,Madison,73,85
03/18/2021,Manhattan,"4,571","2,794"
03/18/2021,Monroe,"1,139","1,010"
03/18/2021,Montgomery,99,108
03/18/2021,Nassau,"3,625","3,006"
03/18/2021,Niagara,214,323
03/18/2021,Non-NYS,0,199
03/18/2021,Oneida,510,487
03/18/2021,Onondaga,740,646
03/18/2021,Ontario,110,90
03/18/2021,Orange,681,663
03/18/2021,Orleans,49,82
03/18/2021,Oswego,65,89
03/18/2021,Otsego,62,44
03/18/2021,Putnam,84,88
03/18/2021,Queens,"5,217","6,459"
03/18/2021,Rensselaer,108,133
03/18/2021,Richmond,"1,051","1,071"
03/18/2021,Rockland,668,708
03/18/2021,Saratoga,108,151
03/18/2021,Schenectady,175,186
03/18/2021,Schoharie,4,13
03/18/2021,Schuyler,4,12
03/18/2021,Seneca,30,55
03/18/2021,St. Lawrence,86,93
03/18/2021,Statewide Total,"39,808","39,808"
03/18/2021,Steuben,118,140
03/18/2021,Suffolk,"3,228","3,194"
03/18/2021,Sullivan,50,63
03/18/2021,Tioga,39,56
03/18/2021,Tompkins,48,47
03/18/2021,Ulster,138,233
03/18/2021,Warren,76,55
03/18/2021,Washington,32,54
03/18/2021,Wayne,38,65
03/18/2021,Westchester,"2,337","2,162"
03/18/2021,Wyoming,36,49
03/18/2021,Yates,20,26
03/18/2022,Albany,898,507
03/18/2022,Allegany,93,153
03/18/2022,Bronx,"4,776","5,323"
03/18/2022,Broome,599,510
03/18/2022,Cattaraugus,220,219
03/18/2022,Cayuga,109,144
03/18/2022,Chautauqua,285,295
03/18/2022,Chemung,295,228
03/18/2022,Chenango,72,118
03/18/2022,Clinton,115,84
03/18/2022,Columbia,149,140
03/18/2022,Cortland,100,116
03/18/2022,Delaware,25,68
03/18/2022,Dutchess,706,654
03/18/2022,Erie,"2,916","2,603"
03/18/2022,Essex,37,57
03/18/2022,Franklin,29,44
03/18/2022,Fulton,98,166
03/18/2022,Genesee,162,184
03/18/2022,Greene,33,123
03/18/2022,Hamilton,0,5
03/18/2022,Herkimer,68,189
03/18/2022,Jefferson,119,131
03/18/2022,Kings,"7,990","8,823"
03/18/2022,Lewis,19,49
03/18/2022,Livingston,80,113
03/18/2022,Madison,116,125
03/18/2022,Manhattan,"5,955","3,639"
03/18/2022,Monroe,"1,803","1,546"
03/18/2022,Montgomery,180,202
03/18/2022,Nassau,"4,666","3,820"
03/18/2022,Niagara,373,568
03/18/2022,Non-NYS,0,455
03/18/2022,Oneida,808,781
03/18/2022,Onondaga,"1,258","1,038"
03/18/2022,Ontario,228,173
03/18/2022,Orange,"1,026",944
03/18/2022,Orleans,53,113
03/18/2022,Oswego,110,183
03/18/2022,Otsego,136,88
03/18/2022,Putnam,108,121
03/18/2022,Queens,"6,665","8,214"
03/18/2022,Rensselaer,208,247
03/18/2022,Richmond,"1,377","1,403"
03/18/2022,Rockland,856,891
03/18/2022,Saratoga,236,323
03/18/2022,Schenectady,280,297
03/18/2022,Schoharie,12,34
03/18/2022,Schuyler,5,25
03/18/2022,Seneca,38,89
03/18/2022,St. Lawrence,169,181
03/18/2022,Statewide Total,"55,029","55,029"
03/18/2022,Steuben,194,247
03/18/2022,Suffolk,"4,367","4,357"
03/18/2022,Sullivan,95,129
03/18/2022,Tioga,41,82
03/18/2022,Tompkins,89,83
03/18/2022,Ulster,200,360
03/18/2022,Warren,200,123
03/18/2022,Washington,41,113
03/18/2022,Wayne,101,170
03/18/2022,Westchester,"2,948","2,698"
03/18/2022,Wyoming,68,82
03/18/2022,Yates,26,39
03/19/2021,Albany,539,339
03/19/2021,Allegany,55,82
03/19/2021,Bronx,"3,887","4,277"
03/19/2021,Broome,373,341
03/19/2021,Cattaraugus,78,79
03/19/2021,Cayuga,77,90
03/19/2021,Chautauqua,124,130
03/19/2021,Chemung,161,131
03/19/2021,Chenango,53,71
03/19/2021,Clinton,35,30
03/19/2021,Columbia,96,97
03/19/2021,Cortland,58,60
03/19/2021,Delaware,17,34
03/19/2021,Dutchess,448,420
03/19/2021,Erie,"1,792","1,637"
03/19/2021,Essex,19,26
03/19/2021,Franklin,10,12
03/19/2021,Fulton,60,85
03/19/2021,Genesee,104,120
03/19/2021,Greene,30,72
03/19/2021,Hamilton,0,2
03/19/2021,Herkimer,53,107
03/19/2021,Jefferson,54,63
03/19/2021,Kings,"6,021","6,697"
03/19/2021,Lewis,13,33
03/19/2021,Livingston,34,57
03/19/2021,Madison,73,85
03/19/2021,Manhattan,"4,586","2,800"
03/19/2021,Monroe,"1,141","1,011"
03/19/2021,Montgomery,99,108
03/19/2021,Nassau,"3,632","3,012"
03/19/2021,Niagara,214,323
03/19/2021,Non-NYS,0,199
03/19/2021,Oneida,510,487
03/19/2021,Onondaga,741,647
03/19/2021,Ontario,110,90
03/19/2021,Orange,683,664
03/19/2021,Orleans,49,82
03/19/2021,Oswego,65,89
03/19/2021,Otsego,62,44
03/19/2021,Putnam,84,88
03/19/2021,Queens,"5,227","6,473"
03/19/2021,Rensselaer,108,133
03/19/2021,Richmond,"1,052","1,072"
03/19/2021,Rockland,669,709
03/19/2021,Saratoga,109,152
03/19/2021,Schenectady,175,186
03/19/2021,Schoharie,4,13
03/19/2021,Schuyler,4,12
03/19/2021,Seneca,30,55
03/19/2021,St. Lawrence,86,93
03/19/2021,Statewide Total,"39,870","39,870"
03/19/2021,Steuben,118,140
03/19/2021,Suffolk,"3,232","3,198"
03/19/2021,Sullivan,50,63
03/19/2021,Tioga,39,56
03/19/2021,Tompkins,49,48
03/19/2021,Ulster,138,234
03/19/2021,Warren,76,55
03/19/2021,Washington,32,54
03/19/2021,Wayne,38,65
03/19/2021,Westchester,"2,338","2,163"
03/19/2021,Wyoming,36,49
03/19/2021,Yates,20,26
03/19/2022,Albany,898,507
03/19/2022,Allegany,93,153
03/19/2022,Bronx,"4,776","5,323"
03/19/2022,Broome,599,510
03/19/2022,Cattaraugus,220,219
03/19/2022,Cayuga,109,144
03/19/2022,Chautauqua,286,296
03/19/2022,Chemung,296,229
03/19/2022,Chenango,72,118
03/19/2022,Clinton,116,85
03/19/2022,Columbia,149,140
03/19/2022,Cortland,100,116
03/19/2022,Delaware,25,68
03/19/2022,Dutchess,706,655
03/19/2022,Erie,"2,916","2,603"
03/19/2022,Essex,37,57
03/19/2022,Franklin,29,44
03/19/2022,Fulton,98,166
03/19/2022,Genesee,162,184
03/19/2022,Greene,33,123
03/19/2022,Hamilton,0,5
03/19/2022,Herkimer,68,189
03/19/2022,Jefferson,119,132
03/19/2022,Kings,"7,993","8,826"
03/19/2022,Lewis,19,49
03/19/2022,Livingston,80,113
03/19/2022,Madison,116,125
03/19/2022,Manhattan,"5,956","3,640"
03/19/2022,Monroe,"1,803","1,546"
03/19/2022,Montgomery,180,202
03/19/2022,Nassau,"4,667","3,820"
03/19/2022,Niagara,373,568
03/19/2022,Non-NYS,0,455
03/19/2022,Oneida,808,781
03/19/2022,Onondaga,"1,259","1,038"
03/19/2022,Ontario,228,173
03/19/2022,Orange,"1,027",944
03/19/2022,Orleans,53,113
03/19/2022,Oswego,110,183
03/19/2022,Otsego,136,88
03/19/2022,Putnam,108,121
03/19/2022,Queens,"6,665","8,215"
03/19/2022,Rensselaer,208,247
03/19/2022,Richmond,"1,378","1,404"
03/19/2022,Rockland,856,891
03/19/2022,Saratoga,236,323
03/19/2022,Schenectady,280,297
03/19/2022,Schoharie,12,34
03/19/2022,Schuyler,5,25
03/19/2022,Seneca,38,89
03/19/2022,St. Lawrence,169,181
03/19/2022,Statewide Total,"55,042","55,042"
03/19/2022,Steuben,194,247
03/19/2022,Suffolk,"4,367","4,357"
03/19/2022,Sullivan,95,129
03/19/2022,Tioga,41,82
03/19/2022,Tompkins,89,83
03/19/2022,Ulster,200,360
03/19/2022,Warren,202,125
03/19/2022,Washington,41,113
03/19/2022,Wayne,101,170
03/19/2022,Westchester,"2,948","2,698"
03/19/2022,Wyoming,68,82
03/19/2022,Yates,26,39
03/20/2021,Albany,539,339
03/20/2021,Allegany,55,82
03/20/2021,Bronx,"3,893","4,283"
03/20/2021,Broome,374,342
03/20/2021,Cattaraugus,78,79
03/20/2021,Cayuga,77,90
03/20/2021,Chautauqua,124,130
03/20/2021,Chemung,161,131
03/20/2021,Chenango,53,71
03/20/2021,Clinton,35,30
03/20/2021,Columbia,96,97
03/20/2021,Cortland,58,60
03/20/2021,Delaware,17,34
03/20/2021,Dutchess,448,420
03/20/2021,Erie,"1,796","1,640"
03/20/2021,Essex,19,26
03/20/2021,Franklin,10,12
03/20/2021,Fulton,60,85
03/20/2021,Genesee,104,120
03/20/2021,Greene,30,72
03/20/2021,Hamilton,0,2
03/20/2021,Herkimer,53,107
03/20/2021,Jefferson,54,63
03/20/2021,Kings,"6,029","6,706"
03/20/2021,Lewis,13,33
03/20/2021,Livingston,34,57
03/20/2021,Madison,73,85
03/20/2021,Manhattan,"4,594","2,807"
03/20/2021,Monroe,"1,142","1,012"
03/20/2021,Montgomery,99,108
03/20/2021,Nassau,"3,639","3,017"
03/20/2021,Niagara,214,324
03/20/2021,Non-NYS,0,199
03/20/2021,Oneida,510,487
03/20/2021,Onondaga,742,648
03/20/2021,Ontario,111,90
03/20/2021,Orange,683,664
03/20/2021,Orleans,49,82
03/20/2021,Oswego,65,89
03/20/2021,Otsego,62,44
03/20/2021,Putnam,84,89
03/20/2021,Queens,"5,231","6,478"
03/20/2021,Rensselaer,108,133
03/20/2021,Richmond,"1,053","1,073"
03/20/2021,Rockland,670,710
03/20/2021,Saratoga,110,153
03/20/2021,Schenectady,175,186
03/20/2021,Schoharie,4,13
03/20/2021,Schuyler,4,12
03/20/2021,Seneca,30,56
03/20/2021,St. Lawrence,86,93
03/20/2021,Statewide Total,"39,924","39,924"
03/20/2021,Steuben,118,140
03/20/2021,Suffolk,"3,235","3,202"
03/20/2021,Sullivan,51,64
03/20/2021,Tioga,39,56
03/20/2021,Tompkins,49,48
03/20/2021,Ulster,138,234
03/20/2021,Warren,76,55
03/20/2021,Washington,32,54
03/20/2021,Wayne,38,65
03/20/2021,Westchester,"2,344","2,168"
03/20/2021,Wyoming,36,49
03/20/2021,Yates,20,26
03/20/2022,Albany,898,507
03/20/2022,Allegany,93,153
03/20/2022,Bronx,"4,776","5,324"
03/20/2022,Broome,599,510
03/20/2022,Cattaraugus,220,220
03/20/2022,Cayuga,109,144
03/20/2022,Chautauqua,286,296
03/20/2022,Chemung,296,229
03/20/2022,Chenango,72,118
03/20/2022,Clinton,116,85
03/20/2022,Columbia,149,140
03/20/2022,Cortland,100,116
03/20/2022,Delaware,25,68
03/20/2022,Dutchess,706,655
03/20/2022,Erie,"2,917","2,603"
03/20/2022,Essex,37,57
03/20/2022,Franklin,29,44
03/20/2022,Fulton,98,166
03/20/2022,Genesee,162,184
03/20/2022,Greene,33,123
03/20/2022,Hamilton,0,5
03/20/2022,Herkimer,68,189
03/20/2022,Jefferson,120,133
03/20/2022,Kings,"7,994","8,827"
03/20/2022,Lewis,19,49
03/20/2022,Livingston,80,113
03/20/2022,Madison,116,125
03/20/2022,Manhattan,"5,957","3,640"
03/20/2022,Monroe,"1,803","1,546"
03/20/2022,Montgomery,180,202
03/20/2022,Nassau,"4,667","3,820"
03/20/2022,Niagara,373,568
03/20/2022,Non-NYS,0,455
03/20/2022,Oneida,808,781
03/20/2022,Onondaga,"1,259","1,038"
03/20/2022,Ontario,229,174
03/20/2022,Orange,"1,027",944
03/20/2022,Orleans,53,113
03/20/2022,Oswego,110,183
03/20/2022,Otsego,136,88
03/20/2022,Putnam,108,121
03/20/2022,Queens,"6,665","8,215"
03/20/2022,Rensselaer,208,247
03/20/2022,Richmond,"1,378","1,404"
03/20/2022,Rockland,856,891
03/20/2022,Saratoga,236,323
03/20/2022,Schenectady,280,297
03/20/2022,Schoharie,12,34
03/20/2022,Schuyler,5,25
03/20/2022,Seneca,38,89
03/20/2022,St. Lawrence,169,181
03/20/2022,Statewide Total,"55,048","55,048"
03/20/2022,Steuben,194,247
03/20/2022,Suffolk,"4,368","4,358"
03/20/2022,Sullivan,95,129
03/20/2022,Tioga,41,82
03/20/2022,Tompkins,89,83
03/20/2022,Ulster,200,360
03/20/2022,Warren,202,125
03/20/2022,Washington,41,113
03/20/2022,Wayne,101,170
03/20/2022,Westchester,"2,948","2,698"
03/20/2022,Wyoming,68,82
03/20/2022,Yates,26,39
03/21/2021,Albany,539,339
03/21/2021,Allegany,55,82
03/21/2021,Bronx,"3,895","4,285"
03/21/2021,Broome,374,342
03/21/2021,Cattaraugus,78,79
03/21/2021,Cayuga,77,90
03/21/2021,Chautauqua,124,130
03/21/2021,Chemung,161,131
03/21/2021,Chenango,53,71
03/21/2021,Clinton,35,30
03/21/2021,Columbia,97,97
03/21/2021,Cortland,58,60
03/21/2021,Delaware,17,34
03/21/2021,Dutchess,448,420
03/21/2021,Erie,"1,797","1,640"
03/21/2021,Essex,19,26
03/21/2021,Franklin,10,12
03/21/2021,Fulton,60,85
03/21/2021,Genesee,104,120
03/21/2021,Greene,30,73
03/21/2021,Hamilton,0,2
03/21/2021,Herkimer,53,107
03/21/2021,Jefferson,54,63
03/21/2021,Kings,"6,035","6,712"
03/21/2021,Lewis,13,33
03/21/2021,Livingston,35,58
03/21/2021,Madison,73,85
03/21/2021,Manhattan,"4,601","2,813"
03/21/2021,Monroe,"1,143","1,013"
03/21/2021,Montgomery,99,109
03/21/2021,Nassau,"3,640","3,017"
03/21/2021,Niagara,215,326
03/21/2021,Non-NYS,0,199
03/21/2021,Oneida,510,488
03/21/2021,Onondaga,743,648
03/21/2021,Ontario,111,90
03/21/2021,Orange,684,664
03/21/2021,Orleans,49,82
03/21/2021,Oswego,65,89
03/21/2021,Otsego,62,44
03/21/2021,Putnam,84,89
03/21/2021,Queens,"5,241","6,489"
03/21/2021,Rensselaer,108,133
03/21/2021,Richmond,"1,057","1,077"
03/21/2021,Rockland,670,710
03/21/2021,Saratoga,111,154
03/21/2021,Schenectady,176,186
03/21/2021,Schoharie,4,13
03/21/2021,Schuyler,4,12
03/21/2021,Seneca,30,56
03/21/2021,St. Lawrence,86,93
03/21/2021,Statewide Total,"39,970","39,970"
03/21/2021,Steuben,118,140
03/21/2021,Suffolk,"3,240","3,207"
03/21/2021,Sullivan,51,64
03/21/2021,Tioga,39,56
03/21/2021,Tompkins,49,48
03/21/2021,Ulster,138,235
03/21/2021,Warren,76,55
03/21/2021,Washington,32,54
03/21/2021,Wayne,38,65
03/21/2021,Westchester,"2,346","2,171"
03/21/2021,Wyoming,36,49
03/21/2021,Yates,20,26
03/21/2022,Albany,898,507
03/21/2022,Allegany,94,154
03/21/2022,Bronx,"4,776","5,324"
03/21/2022,Broome,599,510
03/21/2022,Cattaraugus,220,220
03/21/2022,Cayuga,109,144
03/21/2022,Chautauqua,286,296
03/21/2022,Chemung,296,229
03/21/2022,Chenango,72,118
03/21/2022,Clinton,116,85
03/21/2022,Columbia,149,140
03/21/2022,Cortland,100,116
03/21/2022,Delaware,25,68
03/21/2022,Dutchess,706,655
03/21/2022,Erie,"2,918","2,604"
03/21/2022,Essex,37,57
03/21/2022,Franklin,29,44
03/21/2022,Fulton,98,166
03/21/2022,Genesee,162,184
03/21/2022,Greene,33,123
03/21/2022,Hamilton,0,5
03/21/2022,Herkimer,68,189
03/21/2022,Jefferson,120,134
03/21/2022,Kings,"7,995","8,828"
03/21/2022,Lewis,19,49
03/21/2022,Livingston,80,114
03/21/2022,Madison,116,125
03/21/2022,Manhattan,"5,958","3,641"
03/21/2022,Monroe,"1,804","1,546"
03/21/2022,Montgomery,180,202
03/21/2022,Nassau,"4,667","3,820"
03/21/2022,Niagara,373,568
03/21/2022,Non-NYS,0,456
03/21/2022,Oneida,808,781
03/21/2022,Onondaga,"1,260","1,038"
03/21/2022,Ontario,229,174
03/21/2022,Orange,"1,028",945
03/21/2022,Orleans,53,113
03/21/2022,Oswego,110,183
03/21/2022,Otsego,136,88
03/21/2022,Putnam,108,121
03/21/2022,Queens,"6,666","8,215"
03/21/2022,Rensselaer,208,247
03/21/2022,Richmond,"1,379","1,405"
03/21/2022,Rockland,856,891
03/21/2022,Saratoga,236,323
03/21/2022,Schenectady,280,297
03/21/2022,Schoharie,12,34
03/21/2022,Schuyler,5,25
03/21/2022,Seneca,38,89
03/21/2022,St. Lawrence,169,181
03/21/2022,Statewide Total,"55,057","55,057"
03/21/2022,Steuben,194,247
03/21/2022,Suffolk,"4,368","4,358"
03/21/2022,Sullivan,95,129
03/21/2022,Tioga,41,82
03/21/2022,Tompkins,89,83
03/21/2022,Ulster,200,360
03/21/2022,Warren,202,125
03/21/2022,Washington,41,113
03/21/2022,Wayne,101,170
03/21/2022,Westchester,"2,948","2,698"
03/21/2022,Wyoming,68,82
03/21/2022,Yates,26,39
03/22/2021,Albany,539,339
03/22/2021,Allegany,55,82
03/22/2021,Bronx,"3,899","4,290"
03/22/2021,Broome,374,342
03/22/2021,Cattaraugus,78,79
03/22/2021,Cayuga,77,90
03/22/2021,Chautauqua,124,130
03/22/2021,Chemung,161,131
03/22/2021,Chenango,53,72
03/22/2021,Clinton,35,30
03/22/2021,Columbia,97,97
03/22/2021,Cortland,58,60
03/22/2021,Delaware,17,34
03/22/2021,Dutchess,449,421
03/22/2021,Erie,"1,797","1,640"
03/22/2021,Essex,19,26
03/22/2021,Franklin,10,12
03/22/2021,Fulton,60,85
03/22/2021,Genesee,104,120
03/22/2021,Greene,30,73
03/22/2021,Hamilton,0,2
03/22/2021,Herkimer,53,107
03/22/2021,Jefferson,54,63
03/22/2021,Kings,"6,048","6,726"
03/22/2021,Lewis,13,33
03/22/2021,Livingston,35,58
03/22/2021,Madison,73,85
03/22/2021,Manhattan,"4,607","2,816"
03/22/2021,Monroe,"1,144","1,013"
03/22/2021,Montgomery,99,109
03/22/2021,Nassau,"3,645","3,021"
03/22/2021,Niagara,215,326
03/22/2021,Non-NYS,0,199
03/22/2021,Oneida,512,490
03/22/2021,Onondaga,743,648
03/22/2021,Ontario,111,90
03/22/2021,Orange,685,664
03/22/2021,Orleans,49,82
03/22/2021,Oswego,65,89
03/22/2021,Otsego,63,44
03/22/2021,Putnam,84,89
03/22/2021,Queens,"5,251","6,500"
03/22/2021,Rensselaer,108,133
03/22/2021,Richmond,"1,059","1,079"
03/22/2021,Rockland,671,711
03/22/2021,Saratoga,111,154
03/22/2021,Schenectady,176,186
03/22/2021,Schoharie,4,13
03/22/2021,Schuyler,4,12
03/22/2021,Seneca,30,56
03/22/2021,St. Lawrence,86,93
03/22/2021,Statewide Total,"40,023","40,023"
03/22/2021,Steuben,118,140
03/22/2021,Suffolk,"3,241","3,209"
03/22/2021,Sullivan,51,64
03/22/2021,Tioga,39,56
03/22/2021,Tompkins,49,48
